more1255#Yam
uruc1242#Uru-Chipaya
sign1238#Sign Language
kaki1249#Kaki Ae
kute1249#Kutenai
demm1245#Dem
cayu1241#Cayuse
yuki1242#Yuki-Wappo
fuln1247#Fulniô
maku1246#Máku
cuit1236#Cuitlatec
sand1273#Sandawe
adai1235#Adai
mure1235#Mure
fasu1242#Fasu
movi1243#Movima
katu1274#Katukinan
toto1251#Totonacan
kuli1252#Kuliak
kimk1238#Kimki
gaga1251#Gaagudju
sena1264#Senagi
paya1236#Payagua
tuni1252#Tunica
baib1250#Baibai-Fas
gumu1250#Gumuz
indo1319#Indo-European
wash1253#Washo
saha1239#Sahaptian
gunw1250#Gunwinyguan
mero1237#Meroitic
worr1236#Worrorran
kusu1250#Kusunda
drav1251#Dravidian
maoo1243#Blue Nile Mao
kaku1242#Kakua-Nukak
haid1248#Haida
otom1276#Otomaco-Taparita
hadz1240#Hadza
lara1258#Laragia
dama1272#Damal
guai1249#Guaicuruan
ijoi1239#Ijoid
kres1240#Kresh-Aja
coto1248#Cotoname
pidg1258#Pidgin
narr1279#Narrow Talodi
sech1236#Sechuran
kung1259#Kungarakany
otii1244#Oti
cani1243#Canichana
chim1311#Chimakuan
anem1249#Anem
abkh1242#Abkhaz-Adyge
sape1238#Sapé
pira1253#Pirahã
zuni1245#Zuni
rama1271#Ramanos
tang1340#Tangkic
leng1261#Lengua-Mascoy
cams1241#Camsá
suki1244#Suki-Gogodala
nucl1580#Eleman
araw1281#Arawakan
kart1248#Kartvelian
sout1293#South-Eastern Tasmanian
tonk1249#Tonkawa
alse1251#Alsea-Yaquina
hibi1242#Hibito-Cholon
bang1363#Bangime
pala1350#Palaihnihan
kolo1268#Kolopom
nucl1708#Nuclear Torricelli
yura1255#Yuracaré
song1307#Songhay
boro1281#Bororoan
barb1265#Barbacoan
yera1243#Yerakai
taru1236#Taruma
chon1248#Chono
rash1249#Rashad
laal1242#Laal
puin1248#Puinave
chim1301#Chimariko
papi1255#Papi
chin1490#Chinookan
aust1305#Austroasiatic
tama1329#Tamaic
natc1249#Natchez
tiwi1244#Tiwi
tsim1258#Tsimshian
mass1263#Massep
kehu1238#Kehu
nort1442#North-Eastern Tasmanian
kara1497#Karami
book1242#Bookkeeping
esse1238#Esselen
lake1255#Lakes Plain
guat1253#Guató
grea1241#Great Andamanese
suar1238#Asabano
buna1274#Bunaban
char1238#Charruan
lule1238#Lule
sino1245#Sino-Tibetan
sent1261#Sentanic
east2433#East Strickland
burm1264#Burmeso
gule1241#Gule
timo1237#Timote-Cuica
molo1262#Molof
geel1240#Geelvink Bay
lenc1239#Lencan
kera1258#Keram
kxaa1236#Kxa
kuot1243#Kuot
timu1245#Timucua
inan1242#Inanwatan
yoku1255#Yokutsan
iton1250#Itonama
arau1255#Araucanian
maib1239#Maybrat-Karon
heib1242#Heibanic
kwom1263#Kwomtari-Nai
moch1259#Mochica
cayu1262#Cayubaba
manu1261#Manubaran
yawa1259#Yawa-Saweru
basq1248#Basque
dizo1235#Dizoid
mixe1284#Mixe-Zoque
paez1247#Páez
nort2933#North Bougainville
xuku1239#Xukurú
chib1249#Chibchan
yano1268#Yanomamic
huav1256#Huavean
eski1264#Eskimo-Aleut
ural1272#Uralic
teme1251#Temeinic
pauw1244#Pauwasi
mola1238#Molale
kuja1239#Kujarge
yuka1259#Yukaghir
lafo1243#Lafofa
katl1246#Katla-Tima
jica1245#Jicaquean
uncl1493#Unclassifiable
nort2923#North Halmahera
bula1259#Bulaka River
chum1262#Chumashan
afro1255#Afro-Asiatic
taul1250#Taulil-Butam
cari1283#Cariban
sulk1246#Sulka
momb1255#Mombum-Koneraw
ayma1253#Aymaran
beto1236#Betoi-Jirara
chit1248#Chitimacha
kara1289#Karankawa
araf1243#Arafundi
daga1274#Dagan
mimi1240#Mimi-Gaudefroy
pama1250#Pama-Nyungan
mata1289#Matacoan
doso1238#Doso-Turumsa
bira1253#Ongota
chuk1271#Chukotko-Kamchatkan
iwai1246#Iwaidjan Proper
jira1235#Jirajaran
algi1248#Algic
dibi1240#Dibiyaso
kaya1327#Kayagaric
karo1304#Karok
kawe1237#Kawesqar
kuna1268#Kunama
mara1266#Maratino
paho1240#Pahoturi
yale1246#Yale
wage1238#Wageman
kapo1250#Kapori
kanu1280#Kanum
more1256#Morehead-Maro
ngkr1234#Ngkrn-Ngkantr
smar1235#Smärky Kanum
ngka1236#Ngkantr
sota1242#Sota Kanum
ngka1235#Ngkontar Ngkolmpu
badi1247#Ngkontar Baedi
ngkr1236#Ngkrnc
ngka1237#Ngkantia
ngkr1237#Ngkrnc of Tomerau and Rawa Biru
bark1251#Barkali
ngkr1235#Ngkrnc of Rawa Biru
ngkr1238#Ngkrnc of Tomerau
namb1292#Nambu
yeii1239#Yei
tond1250#Tonda
nama1270#Nama-Dre
namo1249#Namo-Len
namb1293#Nambo
neme1244#Neme
nama1267#Namat
nenn1238#Nen
nama1266#Nama (Papua New Guinea)
dree1234#Dre
lenn1234#Len
namo1246#Namo
namn1239#Namna
nucl1459#Nuclear Nambo
uppe1421#Upper Yei
lowe1408#Lower Yei
blaf1238#Mblafe-Ránmo
gunt1241#Warta Thuntai
wara1293#Eastern Tonda
aram1253#Arammba
rema1238#Rema
mbla1238#Mblafe
ranm1238#Ránmo
bens1234#Bensbach
koro1320#Korombo 2
koro1319#Korombo 1
bala1317#Balamuk
kann1258#Wando (Kan)
wara1294#Anta-Komnzo-Wára-Wérè-Kémä
kunj1246#Kánchá
kama1361#Kémä
wara1295#Wára
anta1254#Anta
were1243#Wèré
komn1238#Kómnjo
kita1247#Kitan
mong1329#Mongolic
daur1238#Dagur
oira1260#Eastern Mongolic
sout2705#Southern Periphery Mongolic
mogh1245#Mogholi
midd1351#Middle Mongol
hail1246#Hailaer Dagur
nonn1234#Nonni basin Dagur
midd1365#Middle Amur Dagur
ilid1234#Ili Dagur
bute1242#Buteha
mori1279#Morin Daba Dagur
qiqi1238#Tsitsikar
nenj1234#Nenjiang Dagur
khal1273#Khalkha-Buriat
kham1281#Khamnigan Mongol
mong1331#Mongolian
buri1258#Buriat
halh1238#Halh Mongolian
kalm1243#Oirad-Kalmyk-Darkhat
peri1253#Peripheral Mongolian
halh1239#Halh
tson1247#Tsongol
dari1250#Dariganga
khot1253#Khotogoit
sart1248#Sartul
alas1256#Alasha Oirad
kalm1244#Kalmyk
dark1243#Darkhat
deed1234#Deed Mongol
sart1247#Sart Qalmaq
jung1241#Jungarian Oirat
oira1262#Altai Oirat
dorb1242#Dörböt
buza1239#Buzawa
torg1245#Torgut
ural1276#Uralian Torguud
oren1239#Orenburgian Torguud
alta1279#Altai Torguud
alta1280#Altai Uriankhai
damb1251#Dambi-Ööld
ming1257#Mingad
khot1255#Khoton
khow1243#Khowd Dörwöd
zakh1248#Zakhchin
khos1234#Khoshuud
bayi1240#Bayid
ordo1245#Ordos
jost1238#Jostu
shil1261#Shilingol
jiri1239#Jirim
joud1238#Jo-Uda
chah1241#Chahar
ejin1238#Ejine
ulan1238#Ulanchab
tumu1241#Tumut
mong1330#Mongolia Buriat
russ1264#Russia Buriat
chin1476#China Buriat
agaa1241#Aga
khor1270#Khori
alar1239#Alar
okaa1242#Oka
tunk1240#Tunka
barg1250#Barguzin
ninz1245#Ninzne-Udinsk
ekhi1238#Ekhirit
unga1252#Unga
bula1254#Bulagat
boha1238#Bohaan
barg1251#Bargu
mank1257#Mankovo Khamnigan Mongol
urul1234#Urulga Khamnigan Mongol
shir1260#Shirongol
east2337#East Yugur
baoa1237#Baoanic
tuuu1240#Monguoric
kang1281#Kangjia
dong1285#Dongxiang
bona1250#Bonan
siji1238#Sijiaji
wang1256#Wangjiaji
suon1238#Suonanba
jish1241#Jishishan
tong1310#Tongren
minh1238#Mangghuer
huzh1238#Mongghul
kund1252#Kundur
kare1336#Karez-I-Mulla
koll1254#Kol
suii1244#Sui (Papua New Guinea)
naml1240#Namla
tofa1246#Tofanma
jara1245#Jarawa (India)
onge1236#Önge
omet1238#Ometo
gong1256#Kefoid
yems1235#Yemsa
benc1235#Bench
east2423#East Ometo
nort3161#North-West Ometo
char1269#Chara
koor1239#Koorete
zays1235#Zayse-Zergulla
kach1284#Kachama-Ganjule-Haro
zays1236#Zayse
zerg1235#Zergulla
kach1285#Kachama
ganj1241#Ganjule
gant1243#Ganta
male1284#Male (Ethiopia)
bask1236#Basketo
cent2046#Central Ometo
dorz1235#Dorze
dawr1235#Dawro-Gofa-Gamo
wola1242#Wolaytta
melo1242#Melo
oyda1235#Oyda
dawr1236#Dawro
gamo1243#Gamo
gofa1235#Gofa
zala1240#Zala
sout2835#South Gonga
anfi1235#Anfillo
boro1277#Boro (Ethiopia)
kafa1242#Kafa
shek1244#Shekkacho
bosh1241#Bosha
nucl1434#Nuclear Kafa
gami1244#Gamila
amur1243#Amuru
guba1244#Guba (Ethiopia)
wemb1240#Wembera
toba1264#Toba (Ethiopia)
fuga1235#Fuga of Jimma
shee1239#She (Ethiopia)
merr1238#Mer (Bench)
nucl1433#Nuclear Bench
russ1265#Russian River and Eastern
sout2982#Southeastern Pomo
russ1266#Russian River
east2545#Eastern Pomo
sout2983#Southern Pomoan-Kashaya
nort2965#Northern-Central Pomoan
nort2967#Northeastern Russian River Pomo
sout2984#Southern Pomo
kash1280#Kashaya
nort2966#Northern Pomo
cent2138#Central Pomo
guid1240#Guidiville
sher1259#Sherwood Valley
poin1246#Point Arena
ukia1238#Ukiah
hopl1239#Hopland
brin1245#Bringen
waga1259#Maranunggu-Ame-Manda
mari1420#Marithielic
mari1417#Marimanindji
mari1418#Maringarr-Matige
mari1423#Mariyedi
marr1256#Marriammu
mari1424#Marithiel
mari1422#Maridan
mari1421#Maridjabin
marr1240#Marritjabin
nucl1242#Nuclear Marithiel
marr1241#Marri Yedi
mare1239#Mare-Ammu
mart1254#Marti Ke
mari1419#Maringarr
mara1386#Maranunggu
amem1235#Ame-Manda
mand1416#Manda (Australia)
amii1238#Ami
ward1246#Wardaman
yang1288#Yangman
dago1245#Dagoman
patw1250#Patwin
wint1259#Wintu
nucl1784#Nuclear Patwin
sout3315#Southern Patwin
hill1259#Hill Patwin
rive1264#River Patwin
noml1242#Nomlaki
nucl1651#Nuclear Wintu
mull1237#Mullukmulluk
tyar1236#Tyaraity
coas1325#Coast Salish
bell1243#Bella Coola
inte1241#Interior Salish
cent2129#Central Salish
tsam1241#Tsamosan
till1254#Tillamook
como1259#Comox
sech1246#Sechelt
pent1242#Pentlatch
stra1246#Straits Salish
twan1247#Twana
squa1248#Squamish
nook1247#Nooksack
lush1251#Lushootseed-Puget
halk1245#Halkomelem
slia1241#Sliammon
isla1276#Island Comox
stra1244#Northern Straits Salish
clal1241#Clallam
lumm1243#Lummi
saan1246#Saanich
semi1266#Semiahmoo
sami1249#Samish
song1308#Songish
sook1244#Sooke
west2898#West Saanich
east2824#East Saanich
east2823#Eastern Klallam
west2897#Western Klallam
bech1239#Becher Bay Klallam
skok1240#Skokomish
quil1256#Quilcene
sout2965#Southern Puget Sound Salish
lush1252#Northern Lushootseed
snoq1240#Snoqualmie
duwa1239#Duwamish
suqu1238#Suquh
nisq1242#Nisqually
muck1238#Muckleshoot
puya1240#Puyallup
snoh1241#Snohomish
skag1239#Skagit
down1241#Downriver Halkomelem
isla1280#Island Halkomelem
upri1241#Upriver Halkomelem
tsle1234#Tsleil-Waututh
tsaw1234#Tsawwassen
kwik1234#Kwikwetlem
katz1234#Katzie
kwan1290#Kwantlen
qayq1234#Qayqayt
musq1240#Musqueam
cowi1241#Cowichan
lyac1234#Lyackson
stzu1234#Stzuminus
lama1301#Lamalchi
hala1255#Halalt
lake1261#Lake Cowichan
pene1238#Penelakut
nano1241#Nanoose
nana1260#Nanaimo
cheh1245#Chehalis
suma1276#Sumas
pila1248#Pilaltxw
tait1251#Tait
chil1281#Chiliwack
coas1311#Coastal Tsamosan
inla1265#Inland Tsamosan
lowe1427#Lower Chehalis
quin1251#Quinault
lowe1426#Lower Chehalis (Quinault)
cowl1242#Cowlitz
uppe1439#Upper Chehalis
sats1243#Satsop
oakv1234#Oakville
teni1245#Tenino Chehalis
nucl1798#Nuclear Tillamook
sile1256#Siletz
nehe1234#Nehelem
nuxa1234#Nuxalk
kims1241#Kimsquit
tall1255#Tallio
nort2948#Northern Interior Salish
sout1559#Southern Interior Salish
shus1248#Shuswap
thom1243#Thompson
lill1248#Lillooet
west2620#Western Shuswap
east2536#Eastern Shuswap
nico1264#Nicola Valley
lytt1234#Lytton-Canyon
lowe1456#Lower Lillooet
uppe1477#Upper Lillooet
okan1243#Okanagan
kali1307#Kalispel-Spokane
colu1241#Columbia-Wenatchi
coeu1236#Coeur dAlene
lake1256#Lakes Okanagan
sanp1257#Sanpoil
colv1241#Colville
sout2963#Southern Okanogan
spok1245#Spokane
kali1308#Kalispel-Pend dOreille
pend1243#Pend Doreille
kali1309#Kalispel
wena1241#Wenatchi
colu1250#Columbia
yonc1234#Yoncalla
tual1242#Tualatin-Yamhill
kala1400#Central Kalapuya
tura1264#Turama-Omatian
rumu1243#Rumu
ikob1240#Ikobi
bari1298#Barikewa
mouw1234#Mouwase
utab1238#Utabi
mena1240#Mena
pimu1238#Pimuru
gora1265#Gorau
meni1246#Meni
bine1240#Bine
meri1244#Meriam
wipi1242#Wipi
gizr1240#Gizrra
boze1239#Boze-Giringarede
kuni1264#Kunini
irup1239#Irupi-Drageli
masi1270#Masingle
tate1244#Tate
sebe1243#Sebe
soga1243#Sogal
bugl1238#Buglial
bulg1264#Bulgai
tago1247#Tagota
boig1238#Boigu
doro1265#Dorogori
kuru1307#Kuru
woig1238#Woigo
kapa1255#Kapal
guia1241#Guiam
peaw1239#Peawa
iame1239#Iamega
wipi1243#Wipim
yuta1239#Yuta
abam1239#Abam
umee1243#Ume (Papua New Guinea)
woni1239#Wonie
poda1239#Podari
rual1239#Rual
gama1253#Gamaewe
west2584#Western Gizra
waid1239#Waidoro
xinc1243#Xinca-Yupiltepeque
xinc1244#Xinca Shared Grammatical Traits
unun9938#Unclassified Xincan
xinc1246#Xinca-Guazacapan
xinc1242#Xinca-Chiquimulilla
xink1235#Xinka-Jumaytepeque
xinc1245#Xinca-Sinacantan
muin1242#Muinane
bora1263#Bora
nucl1660#Nuclear Bora
mira1254#Miraña
dabu1241#Dabuso
shur1242#Shuru
mayu1240#Mayu
goba1245#Gobato
bake1241#Bake
fada1248#Fadashi
undu1236#Undu
urar1245#Urartian
hurr1240#Hurrian
dime1235#Dime
ahkk1235#AHK
hame1241#Hamer-Karo
aari1238#Aari-Gayil
hame1242#Hamer-Banna
karo1297#Karo (Ethiopia)
aari1239#Aari
gayi1237#Gayil
kamu1260#Kamula
awin1249#Elevala
pare1271#Pare
aeky1238#Aekyom
nort2932#North Awin
sout2952#South Awin
east2522#East Awin
gadj1243#Gajirrabeng
miri1266#Miriwung
kitj1240#Kitja
west2205#Western Coastal Tasmanian
port1278#Port Sorell
nang1259#Nangikurrunggurr
murr1258#Murriny Patha
tyem1238#Tyemeri
ngen1251#Ngenkiwumerri
ngan1298#Ngangi-Tjemerri
ngan1297#Ngangi-Wumeri
murr1261#Murrinhkura
murr1260#Murrinhdiminin
murr1259#Murrinhpatha
mond1266#Monde
yuru1262#Yuruna
mund1329#Mundurukuic
tupa1251#Tuparic
mawe1252#Maweti-Guarani
puru1268#Purubora-Ramarama
kepk1241#Kepkiriwát
arik1263#Arikemic
gavi1250#Gavianic
suru1262#Suruí
sala1273#Salamãi
gavi1248#Nuclear Gavianic
arua1261#Aruá (Rondonia State)
gavi1246#Gavião Do Jiparaná
cint1239#Cinta Larga
arua1262#Aruáshi
zoro1244#Zoró
gavi1247#Gavião
juru1256#Jurúna
unun9935#Unclassified Yuruna
xipa1240#Xipaya
mari1442#Maritsauá
arup1240#Arupai
kuru1309#Kuruáya
mund1330#Mundurukú
nucl1716#Nuclear Tuparic
maku1278#Makuráp
akun1243#Corumbiara
wayo1240#Wayoro-Tupari
saki1248#Mekens
akun1241#Akuntsu
saku1239#Sakurabiat
siok1234#Siokweriat
guar1295#Guaratira
tupa1250#Tuparí
wayo1238#Wayoró
kupn1234#Kupndiiriat
ngwa1252#Ngwayoroiat
sate1243#Sateré-Mawé
awet1245#Aweti-Guarani
tupi1276#Tupi-Guarani
awet1244#Awetí
tupi1280#Tupi-Guarani Subgroup VI
sout3271#Southern Tupi-Guarani
tupi1279#Tupi-Guarani Subgroup IV
tupi1281#Tupi-Guarani Subgroup VIII
kama1373#Kamayurá
subg1264#Tupi-Guarani Subgroup V
kawa1293#Kawahiwa Meridionais
kawa1292#Kawahiwa Setentrionais
kari1317#Karipúna
kaya1329#Kayabí
amon1240#Amondava-Uru-Eu-Wau-Wau
apia1248#Apiaká
urue1240#Uru-Eu-Wau-Wau
amun1246#Amundava
wira1264#Wiraféd
juma1249#Júma
para1313#Paranawát
tenh1241#Tenharim-Parintintin-Diahoi
nucl1663#Tenharim
diah1239#Diahói
pari1258#Parintintín
tupi1287#Tupi-Guarani Subgroup III
tupi1278#Tupi-Guarani Subgroup II
tupi1277#Tupi-Guarani Subgroup I
nhen1239#Nhengatu
omag1247#Omagua-Kokama
tupi1274#Lingua Geral Paulista
tupi1273#Tupinambá
coca1259#Cocama-Cocamilla
omag1248#Omagua
coca1260#Cocama
coca1261#Cocamilla
cura1243#Old Omagua
curu1244#San Joaquin de Omaguas
tupi1291#Tupinakin-Tupi-Tabajara Angra dos Reis-Cananéia
poti1237#Potiguára
amoi1234#Amoipira
taba1271#Tabaiara-Tobajara
tupi1289#Tupinambá São Francisco-Camamu
tupi1292#Tupina
tupi1272#Tupinikin
kaet1234#Kaeté
tupi1288#Tupinambá Tocantins-Paranaiba
tupi1290#Tupinambá-Tamoio Kap São Tomé-Angra dos Reis
temi1248#Temiminó
wara1305#Warazu-Sirionoid
guar1292#Guarayu
siri1279#Sirionoid
paus1244#Warázu
jora1240#Jorá
siri1273#Sirionó
yuqu1240#Yuqui
tupi1283#Tupi-Guarani Subgroup I.B
ache1246#Aché
xeta1241#Xetá
tupi1282#Tupi-Guarani Subgroup I.A
west2640#Western Bolivian Guaraní
chir1295#Chiriguanic
tapi1253#Tapieté
east2555#Eastern Bolivian Guaraní
izoc1240#Izoceño
simb1261#Simba Guarani
avaa1240#Ava
para1319#Paraguay-Brazil Guarani
mbya1239#Mbyá Guaraní
pait1247#Pai Tavytera
chir1286#Chiripá
para1311#Paraguayan Guaraní
kaiw1246#Kaiwá
apap1240#Apapocuva
oldp1258#Old Guarani
mode1267#Modern Paraguayan Guarani
jopa1240#Jopará
kaiw1247#Nuclear Kaiwá
teui1238#Teüi
temb1275#Tembekuá
bati1254#Baticola
tamb1258#Tambéopé
tupi1284#Tupi-Guarani Subgroup IV.A
tupi1285#Tupi-Guarani Subgroup IV.B
tapi1254#Tapirapé
suru1261#Suruí Do Pará
para1312#Parakanã
toca1235#Tocantins Asurini
turi1247#Turiwára
temb1276#Tenetehara
guaj1255#Guajajára
temb1279#Tembe
pind1244#Guajajára of Pindare
zuti1239#Guajajára of Zutiua
mear1240#Guajajára of Mearim
temb1277#Tembe of Gurupi
temb1281#Tembe of Capim
temb1280#Tembe of Guama
guaj1258#Guaja-Kaapor-Ava
waya1271#Wayampi-Zoe-Emerillon
unun9936#Unclassified Guaja-Kaapor-Ava
urub1250#Urubú-Kaapor
guaj1260#Guaja-Aure-Aura
avac1239#Avá-Canoeiro
tacu1234#Tacunyape
guaj1256#Guajá
aura1243#Aurê y Aurá
anam1251#Anambe of Ehrenreich
awag1234#Awá (Guajá)
zoee1241#Zoe-Emerillon
waya1270#Wayampi
emer1243#Teko
zoee1240#Zoé
oiya1239#Oiyapoque
waja1261#Wajapuku
xing1248#Xingú Asuriní
araw1290#Arawetic
araw1273#Araweté
aman1266#Amanayé
anam1249#Anambé
rama1257#Ramarama
puru1264#Puruborá
karo1305#Karo (Brazil)
urum1250#Urumi
karo1306#Karo
arik1264#Arikem
kari1311#Karitiâna
gily1242#Amur Nivkh
sakh1247#Sakhalin Nivkh
nort2750#North Sakhalin Nivkh
amur1242#Amur-West Sakhalin Nivkh
east2373#East Sakhalin Nivkh
sout3327#South Sakhalin Nivkh
pure1242#Purepecha
west2631#Western Highland Purepecha
djin1251#Jingulu
guda1245#Ngurlun
djam1254#Yirram
wamb1258#Wambayan
ngar1283#Ngarnka
binb1242#Binbinka
guda1242#Wambaya-Gudanji
guda1243#Gudanji
nucl1328#Wambaya
nung1291#Nungali
djam1255#Jaminjung-Ngaliwurru
jami1236#Jaminjung
ngal1294#Ngaliwurru
aram1254#Aramia River
flyr1238#Fly River
siaw1243#Siawi
amto1250#Amto
east2432#Eastern Saharan
west2505#Western Saharan
bert1249#Berti
zagh1240#Beria
wagi1247#Wagi
tuba1275#Tuba
kube1243#Kube
dorr1249#Dor (Saharan)
anka1245#Anka
kobe1242#Kobe
kanu1279#Kanuri-Kanembu
tebu1238#Tebu
kanu1281#Kanuric
kane1244#Kanembuic
east2718#East Kanuri
cent2050#Central Kanuri
mang1399#Manga Kanuri
bilm1238#Bilma Kanuri
daga1273#Dagara
mang1400#Manga
fach1238#Fachi
bilm1239#Bilma
njes1238#Njesko
guvj1238#Guvja
fada1240#Fadawa
mova1237#Movar
maoo1245#Mao (Nigeria)
ngaz1239#Ngazar
maid1261#Maiduguri
kaba1282#Kabari
yerw1238#Yerwa
kaga1254#Kaga
tema1238#Temageri
mowo1238#Mowor
kway1242#Kwayam
lare1248#Lare
kane1243#Kanembu
tarj1235#Tarjumo
tuma1248#Tumari Kanuri
ngur1265#Nguri
kark1257#Karkawu
mand1438#Mando
tuma1249#Tumari
kuba1250#Kubari
sugu1242#Sugurti
teda1241#Tedaga
daza1242#Dazaga
kech1245#Kecherda
azza1238#Azzaga
nucl1450#Nuclear Dazaga
owin1240#Owiniga
nucl1244#Western Left May
